id_pokedex,type,type_two,name,height,weight,category,ability,ability_two,weakness,weakness_two,description,HP,Attack,Defense,Special_Attack,Special_Defense,Speed
341,Water,,Corphish,0.6,11.5,Ruffian,Shell Armor,Hyper Cutter,Electric,Grass,Corphish were originally foreign Pokémon that were importedas pets. They eventually turned up in the wild. This Pokémon isvery hardy and has greatly increased its population.,3,5,4,3,3,3
342,Water,Dark,Crawdaunt,1.1,32.8,Rogue,Shell Armor,Hyper Cutter,Bug,Electric,"Crawdaunt has an extremely violent nature that compels it tochallenge other living things to battle. Other life-forms refuseto live in ponds inhabited by this Pokémon, making themdesolate places.",4,8,5,6,4,4
343,Ground,Psychic,Baltoy,0.5,21.5,Clay Doll,Levitate,,Bug,Dark,Baltoy moves while spinning around on its one foot. Primitivewall paintings depicting this Pokémon living among peoplewere discovered in some ancient ruins.,3,3,4,3,5,4
344,Ground,Psychic,Claydol,1.5,108.0,Clay Doll,Levitate,,Bug,Dark,Claydol are said to be dolls of mud made by primitive humansand brought to life by exposure to a mysterious ray.This Pokémon moves about while levitating.,4,5,7,5,8,5
345,Rock,Grass,Lileep,1.0,23.8,Sea Lily,Suction Cups,,Bug,Fighting,Lileep became extinct approximately a hundred million yearsago. This ancient Pokémon attaches itself to a rock on theseafloor and catches approaching prey using tentacles shapedlike flower petals.,4,3,5,4,6,2
346,Rock,Grass,Cradily,1.5,60.4,Barnacle,Suction Cups,,Bug,Fighting,Cradily roams around the ocean floor in search of food.This Pokémon freely extends its tree trunk-like neck andcaptures unwary prey using its eight tentacles.,6,5,6,5,7,3
347,Rock,Bug,Anorith,0.7,12.5,Old Shrimp,Battle Armor,,Rock,Steel,Anorith was regenerated from a prehistoric fossil. This primitivePokémon once lived in warm seas. It grips its prey firmlybetween its two large claws.,3,6,3,3,3,5
348,Rock,Bug,Armaldo,1.5,68.2,Plate,Battle Armor,,Rock,Steel,Armaldos tough armor makes all attacks bounce off. ThisPokémons two enormous claws can be freely extended orcontracted. They have the power to punch right through asteel slab.,5,8,6,5,5,3
349,Water,,Feebas,0.6,7.4,Fish,Oblivious,Swift Swim,Electric,Grass,"Feebass fins are ragged and tattered from the start of its life.Because of its shoddy appearance, this Pokémon is largelyignored. It is capable of living in both the sea and in rivers.",2,1,2,1,4,5
350,Water,,Milotic,6.2,162.0,Tender,Marvel Scale,Competitive,Electric,Grass,Milotic is said to be the most beautiful of all the Pokémon.It has the power to becalm such emotions as anger andhostility to quell bitter feuding.,6,4,5,6,8,5
351,Normal,,Castform,0.3,0.8,Weather,Forecast,,Fighting,Water,Castforms appearance changes with the weather.This Pokémon gained the ability to use the vast power ofnature to protect its tiny body.,5,5,5,5,5,5
352,Normal,,Kecleon,1.0,22.0,Color Swap,Color Change,,Fighting,,Kecleon is capable of changing its body colors at will to blendin with its surroundings. There is one exception—this Pokémoncant change the zigzag pattern on its belly.,4,6,5,4,8,3
353,Ghost,,Shuppet,0.6,2.3,Puppet,Insomnia,Frisk,Dark,Ghost,"Shuppet is attracted by feelings of jealousy and vindictiveness.If someone develops strong feelings of vengeance, thisPokémon will appear in a swarm and line up beneath the eavesof that persons home.",3,5,3,4,2,3
354,Ghost,,Banette,1.1,12.5,Marionette,Insomnia,,Dark,Ghost,Banette generates energy for laying strong curses by stickingpins into its own body. This Pokémon was originally a pitifulplush doll that was thrown away.,4,7,4,5,4,4
355,Ghost,,Duskull,0.8,15.0,Requiem,Levitate,,Dark,Ghost,"Duskull can pass through any wall no matter how thick it maybe. Once this Pokémon chooses a target, it will doggedlypursue the intended victim until the break of dawn.",2,3,6,2,6,2
356,Ghost,,Dusclops,1.6,30.6,Beckon,Pressure,,Dark,Ghost,"Dusclopss body is completely hollow—there is nothing at allinside. It is said that its body is like a black hole. ThisPokémon will absorb anything into its body, but nothing willever come back out.",3,5,8,4,8,2
357,Grass,Flying,Tropius,2.0,100.0,Fruit,Chlorophyll,Solar Power,Ice,Fire,"The bunches of fruit around Tropiuss neck are very popularwith children. This Pokémon loves fruit, and eats itcontinuously. Apparently, its love for fruit resulted in its ownoutgrowth of fruit.",6,4,5,5,6,3
358,Psychic,,Chimecho,0.6,1.0,Wind Chime,Levitate,,Bug,Dark,"Chimecho makes its cries echo inside its hollow body.When this Pokémon becomes enraged, its cries result inultrasonic waves that have the power to knock foes flying.",5,3,5,6,6,4
359,Dark,,Absol,1.2,47.0,Disaster,Pressure,,Fighting,Bug,"Every time Absol appears before people, it is followed by adisaster such as an earthquake or a tidal wave. As a result,it came to be known as the disaster Pokémon.",4,8,4,5,4,5
360,Psychic,,Wynaut,0.6,14.0,Bright,Shadow Tag,,Bug,Dark,"Wynaut can always be seen with a big, happy smile on its face.Look at its tail to determine if it is angry. When angered, thisPokémon will be slapping the ground with its tail.",6,2,3,2,3,2
361,Ice,,Snorunt,0.7,16.8,Snow Hat,Inner Focus,Ice Body,Fire,Fighting,"Snorunt live in regions with heavy snowfall. In seasonswithout snow, such as spring and summer, this Pokémonsteals away to live quietly among stalactites and stalagmitesdeep in caverns.",3,3,3,3,3,3
362,Ice,,Glalie,1.5,256.5,Face,Inner Focus,,Fire,Fighting,"Glalie has a body made of rock, which it hardens with an armorof ice. This Pokémon has the ability to freeze moisture in theatmosphere into any shape it desires.",5,5,5,5,5,5
363,Ice,Water,Spheal,0.8,39.5,Clap,Thick Fat,Ice Body,Electric,Fighting,"Spheal is much faster rolling than walking to get around.When groups of this Pokémon eat, they all clap at once toshow their pleasure. Because of this, their mealtimes are noisy.",5,3,3,4,3,2
364,Ice,Water,Sealeo,1.1,87.6,Ball Roll,Thick Fat,Ice Body,Electric,Fighting,Sealeo has the habit of always juggling on the tip of its noseanything it sees for the first time. This Pokémon occasionallyentertains itself by balancing and rolling a Spheal on its nose.,6,4,5,5,5,3
365,Ice,Water,Walrein,1.4,150.6,Ice Break,Thick Fat,Ice Body,Electric,Fighting,Walreins two massively developed tusks can totally shatterblocks of ice weighing 10 tons with one blow. This Pokémonsthick coat of blubber insulates it from subzero temperatures.,7,5,6,6,6,4
366,Water,,Clamperl,0.4,52.5,Bivalve,Shell Armor,,Electric,Grass,Clamperls sturdy shell is not only good for protection—it isalso used for clamping and catching prey. A fully grownClamperls shell will be scored with nicks and scratchesall over.,3,4,5,5,4,2
367,Water,,Huntail,1.7,27.0,Deep Sea,Swift Swim,,Electric,Grass,Huntails presence went unnoticed by people for a longtime because it lives at extreme depths in the sea.This Pokémons eyes can see clearly even in the murkydark depths of the ocean.,4,7,7,6,5,4
368,Water,,Gorebyss,1.8,22.6,South Sea,Swift Swim,,Electric,Grass,"Gorebyss lives in the southern seas at extreme depths. Itsbody is built to withstand the enormous pressure of water atincredible depths. Because of this, this Pokémons body isunharmed by ordinary attacks.",4,5,7,7,5,4
369,Water,Rock,Relicanth,1.0,23.4,Longevity,Rock Head,Swift Swim,Grass,Electric,Relicanth is a Pokémon species that existed for a hundredmillion years without ever changing its form. This ancientPokémon feeds on microscopic organisms with itstoothless mouth.,6,6,8,3,4,4
370,Water,,Luvdisc,0.6,8.7,Rendezvous,Swift Swim,,Electric,Grass,Luvdisc live in shallow seas in the tropics. This heart-shapedPokémon earned its name by swimming after loving couples itspotted in the oceans waves.,3,2,4,3,4,6
371,Dragon,,Bagon,0.6,42.1,Rock Head,Rock Head,,Dragon,Ice,"Bagon has a dream of one day soaring in the sky.In doomed efforts to fly, this Pokémon hurls itself off cliffs.As a result of its dives, its head has grown tough and as hardas tempered steel.",3,5,4,3,2,3
372,Dragon,,Shelgon,1.1,110.5,Endurance,Rock Head,,Dragon,Ice,"Inside Shelgons armor-like shell, cells are in the midst oftransformation to create an entirely new body. This Pokémonsshell is extremely heavy, making its movements sluggish.",4,6,6,4,3,3
373,Dragon,Flying,Salamence,1.5,102.6,Dragon,Intimidate,,Ice,Dragon,"Salamence came about as a result of a strong, long-helddream of growing wings. It is said that this powerful desiretriggered a sudden mutation in this Pokémons cells,causing it to sprout its magnificent wings.",6,8,5,7,5,6
374,Steel,Psychic,Beldum,0.6,95.2,Iron Ball,Clear Body,,Fire,Ground,"Instead of blood, a powerful magnetic force coursesthroughout Beldums body. This Pokémon communicateswith others by sending controlled pulses of magnetism.",3,4,5,3,4,2
375,Steel,Psychic,Metang,1.2,202.5,Iron Claw,Clear Body,,Fire,Ground,"When two Beldum fuse together, Metang is formed. The brainsof the Beldum are joined by a magnetic nervous system.By linking its brains magnetically, this Pokémon generatesstrong psychokinetic power.",4,5,6,4,5,3
376,Steel,Psychic,Metagross,1.6,550.0,Iron Leg,Clear Body,,Fire,Ground,"Metagross has four brains in total. Combined, the four brainscan breeze through difficult calculations faster than asupercomputer. This Pokémon can float in the air by tucking inits four legs.",5,8,8,6,6,5
377,Rock,,Regirock,1.7,230.0,Rock Peak,Clear Body,,Fighting,Grass,"Regirock was sealed away by people long ago. If thisPokémons body is damaged in battle, it is said to seekout suitable rocks on its own to repair itself.",5,6,12,3,6,3
378,Ice,,Regice,1.8,175.0,Iceberg,Clear Body,,Fire,Fighting,"Regices body was made during an ice age. The deep-frozenbody cant be melted, even by fire. This Pokémon controlsfrigid air of -328 degrees Fahrenheit.",5,3,6,6,12,3
379,Steel,,Registeel,1.9,205.0,Iron,Clear Body,,Fighting,Fire,Registeel has a body that is harder than any kind of metal.Its body is apparently hollow. No one has any idea what thisPokémon eats.,5,5,9,5,9,3
380,Dragon,Psychic,Latias,1.4,40.0,Eon,Levitate,,Bug,Dark,"Latias is highly sensitive to the emotions of people. If it sensesany hostility, this Pokémon ruffles the feathers all over its bodyand cries shrilly to intimidate the foe.",5,5,6,7,8,7
381,Dragon,Psychic,Latios,2.0,60.0,Eon,Levitate,,Bug,Dark,Latios has the ability to make others see an image of what ithas seen or imagines in its head. This Pokémon is intelligentand understands human speech.,5,6,5,8,7,7
382,Water,,Kyogre,4.5,352.0,Sea Basin,Drizzle,,Electric,Grass,"Through Primal Reversion and with naturesfull power, it will take back its true form. It cansummon storms that cause the sea levels to rise.",6,6,6,9,9,6
383,Ground,,Groudon,3.5,950.0,Continent,Drought,,Grass,Ice,"Groudon is said to be the personification of the landitself. Legends tell of its many clashes against Kyogre,as each sought to gain the power of nature.",6,9,9,6,6,6
384,Dragon,Flying,Rayquaza,7.0,206.5,Sky High,Air Lock,,Ice,Dragon,Rayquaza is said to have lived for hundreds of millionsof years. Legends remain of how it put to restthe clash between Kyogre and Groudon.,7,9,6,9,6,6
385,Steel,Psychic,Jirachi,0.3,1.1,Wish,Serene Grace,,Fire,Ground,"A legend states that Jirachi will make true any wish that iswritten on notes attached to its head when it awakens. If thisPokémon senses danger, it will fight without awakening.",6,6,6,6,6,6
386,Psychic,,Deoxys,1.7,60.8,DNA,Pressure,,Bug,Dark,The DNA of a space virus underwent a sudden mutation uponexposure to a laser beam and resulted in Deoxys.The crystalline organ on this Pokémons chest appears to beits brain.,3,9,3,9,3,9
387,Grass,,Turtwig,0.4,10.2,Tiny Leaf,Overgrow,,Bug,Fire,Photosynthesis occurs across its body under thesun. The shell on its back is actually hardened soil.,4,4,4,3,4,2
388,Grass,,Grotle,1.1,97.0,Grove,Overgrow,,Bug,Fire,"It lives along water in forests. In the daytime,it leaves the forest to sunbathe its treed shell.",5,6,5,4,4,3
389,Grass,Ground,Torterra,2.2,310.0,Continent,Overgrow,,Ice,Bug,"Ancient people imagined that beneath the ground,a gigantic Torterra dwelled.",6,7,7,5,5,4
390,Fire,,Chimchar,0.5,6.2,Chimp,Blaze,,Ground,Rock,Its fiery rear end is fueled by gas made in its belly.Even rain cant extinguish the fire.,3,4,3,4,3,4
391,Fire,Fighting,Monferno,0.9,22.0,Playful,Blaze,,Flying,Ground,It skillfully controls the intensity of the fire on itstail to keep its foes at an ideal distance.,4,5,4,5,4,5
392,Fire,Fighting,Infernape,1.2,55.0,Flame,Blaze,,Flying,Ground,Its crown of fire is indicative of its fiery nature.It is beaten by none in terms of quickness.,5,7,5,7,5,7
393,Water,,Piplup,0.4,5.2,Penguin,Torrent,,Electric,Grass,It doesnt like to be taken care of. Its difficult tobond with since it wont listen to its Trainer.,4,3,4,4,4,3
394,Water,,Prinplup,0.8,23.0,Penguin,Torrent,,Electric,Grass,"It lives alone, away from others. Apparently, everyone of them believes it is the most important.",4,4,4,5,5,3
395,Water,Steel,Empoleon,1.7,84.5,Emperor,Torrent,,Electric,Fighting,It swims as fast as a jet boat. The edges of itswings are sharp and can slice apart drifting ice.,5,6,6,7,6,4
396,Normal,Flying,Starly,0.3,2.0,Starling,Keen Eye,,Electric,Ice,"They flock in great numbers. Though small, theyflap their wings with great power.",3,4,2,2,2,4
397,Normal,Flying,Staravia,0.6,15.5,Starling,Intimidate,,Electric,Ice,"They maintain huge flocks, although fierce scufflesbreak out between various flocks.",4,5,3,3,3,5
398,Normal,Flying,Staraptor,1.2,24.9,Predator,Intimidate,,Electric,Ice,The muscles in its wings and legs are strong.It can easily fly while gripping a small Pokémon.,5,8,5,3,4,6
399,Normal,,Bidoof,0.5,20.0,Plump Mouse,Simple,Unaware,Fighting,,"With nerves of steel, nothing can perturb it. It ismore agile and active than it appears.",4,3,3,3,3,2
400,Normal,Water,Bibarel,1.0,31.5,Beaver,Simple,Unaware,Electric,Fighting,It busily makes its nest with stacks of branches androots it has cut up with its sharp incisors.,5,5,4,4,4,5
401,Bug,,Kricketot,0.3,2.2,Cricket,Shed Skin,,Fire,Flying,It chats with others using the sounds of its collidingantennae. These sounds are fall hallmarks.,3,2,3,2,3,2
402,Bug,,Kricketune,1.0,25.5,Cricket,Swarm,,Fire,Flying,It crosses its knifelike arms in front of its chestwhen it cries. It can compose melodies ad lib.,5,5,3,4,3,4
403,Electric,,Shinx,0.5,9.5,Flash,Intimidate,Rivalry,Ground,,The extension and contraction of its musclesgenerates electricity. It glows when in trouble.,3,4,2,3,2,3
404,Electric,,Luxio,0.9,30.5,Spark,Intimidate,Rivalry,Ground,,Its claws loose electricity with enough amperageto cause fainting. They live in small groups.,4,5,3,4,3,4
405,Electric,,Luxray,1.4,42.0,Gleam Eyes,Intimidate,Rivalry,Ground,,"When its eyes gleam gold, it can spot hidingprey—even those taking shelter behind a wall.",5,8,5,6,5,5
406,Grass,Poison,Budew,0.2,1.2,Bud,Poison Point,Natural Cure,Fire,Flying,"When it feels the suns warm touch, it opens its budto release pollen. It lives alongside clear pools.",3,2,3,3,5,4
407,Grass,Poison,Roserade,0.9,14.5,Bouquet,Poison Point,Natural Cure,Fire,Flying,"Luring prey with a sweet scent, it uses poison whipson its arms to poison, bind, and finish off the prey.",4,5,4,8,7,6
408,Rock,,Cranidos,0.9,31.5,Head Butt,Mold Breaker,,Fighting,Grass,It was resurrected from an iron ball-like fossil.It downs prey with its headbutts.,4,8,3,2,2,4
409,Rock,,Rampardos,1.6,102.5,Head Butt,Mold Breaker,,Fighting,Grass,"Its skull withstands impacts of any magnitude. As aresult, its brain never gets the chance to grow.",6,10,4,4,3,4
410,Rock,Steel,Shieldon,0.5,57.0,Shield,Sturdy,,Fighting,Ground,It habitually polishes its face by rubbing it againsttree trunks. It is weak to attacks from behind.,2,3,7,3,6,2
411,Rock,Steel,Bastiodon,1.3,149.5,Shield,Sturdy,,Fighting,Ground,"When they lined up side by side, no foe couldbreak through. They shielded their young inthat way.",4,4,10,3,9,2
412,Bug,,Burmy,0.2,3.4,Bagworm,Shed Skin,,Fire,Flying,"To shelter itself from cold, wintry winds, it coversitself with a cloak made of twigs and leaves.",3,2,3,2,3,3
413,Bug,Grass,Wormadam,0.5,6.5,Bagworm,Anticipation,,Fire,Flying,Its appearance changes depending on where itevolved. The materials on hand become a part ofits body.,4,4,5,5,7,3
414,Bug,Flying,Mothim,0.9,23.3,Moth,Swarm,,Rock,Electric,It loves the honey of flowers and steals honeycollected by Combee.,5,6,3,6,3,4
415,Bug,Flying,Combee,0.3,5.5,Tiny Bee,Honey Gather,,Rock,Electric,The trio is together from birth. It constantly gathershoney from flowers to please Vespiquen.,2,2,3,2,3,5
416,Bug,Flying,Vespiquen,1.2,38.5,Beehive,Pressure,,Rock,Electric,It houses its colony in cells in its body and releasesvarious pheromones to make those grubs do its bidding.,5,5,6,5,6,3
417,Electric,,Pachirisu,0.4,3.9,EleSquirrel,Run Away,Pickup,Ground,,It makes fur balls that crackle with static electricity.It stores them with berries in tree holes.,4,3,5,3,6,6
418,Water,,Buizel,0.7,29.5,Sea Weasel,Swift Swim,,Electric,Grass,"It swims by rotating its two tails like a screw.When it dives, its flotation sac collapses.",4,4,3,4,2,5
419,Water,,Floatzel,1.1,33.5,Sea Weasel,Swift Swim,,Electric,Grass,It floats using its well-developed flotation sac.It assists in the rescues of drowning people.,5,7,4,5,3,7
420,Grass,,Cherubi,0.4,3.3,Cherry,Chlorophyll,,Bug,Fire,"Sunlight colors it red. When the small ball isdrained of nutrients, it shrivels to herald evolution.",3,3,3,4,4,3
421,Grass,,Cherrim,0.5,9.3,Blossom,Flower Gift,,Bug,Fire,"During times of strong sunlight, its bud blooms,its petals open fully, and it becomes very active.",5,4,5,6,5,5
422,Water,,Shellos,0.3,6.3,Sea Slug,Sticky Hold,,Electric,Grass,"Beware of pushing strongly on its squishy body,as it makes a mysterious purple fluid ooze out.",5,3,3,4,4,2
423,Water,Ground,Gastrodon,0.9,29.9,Sea Slug,Sticky Hold,,Grass,Grass,"When its natural enemy attacks, it oozes purplefluid and escapes.",7,5,4,6,5,3
424,Normal,,Ambipom,1.2,20.3,Long Tail,Pickup,Technician,Fighting,,"They work in large colonies and make rings bylinking their tails, apparently in friendship.",5,6,4,4,4,7
425,Ghost,Flying,Drifloon,0.4,1.2,Balloon,Aftermath,Unburden,Dark,Electric,"A Pokémon formed by the spirits of people and Pokémon.It loves damp, humid seasons.",6,3,2,4,3,5
426,Ghost,Flying,Drifblim,1.2,15.0,Blimp,Aftermath,Unburden,Dark,Electric,"It carries people and Pokémon when it flies.But since it only drifts, it can end up anywhere.",9,5,3,6,4,5
427,Normal,,Buneary,0.4,5.5,Rabbit,Run Away,Klutz,Fighting,,Its ears are always rolled up. They can be forcefullyextended to shatter even a large boulder.,4,4,3,3,4,5
428,Normal,,Lopunny,1.2,33.3,Rabbit,Cute Charm,,Fighting,Psychic,"Extremely cautious, it quickly bounds off when itsenses danger.",4,5,5,4,6,7
429,Ghost,,Mismagius,0.9,4.4,Magical,Levitate,,Dark,Ghost,"It chants incantations. While they usually tormenttargets, some chants bring happiness.",4,4,4,7,7,7
430,Dark,Flying,Honchkrow,0.9,27.3,Big Boss,Insomnia,Super Luck,Electric,Ice,"If one utters a deep cry, many Murkrow gatherquickly. For this, it is called “Summoner of Night.”",6,8,4,7,4,5
431,Normal,,Glameow,0.5,3.9,Catty,Limber,Own Tempo,Fighting,,It claws if displeased and purrs when affectionate.Its fickleness is very popular among some.,3,4,3,3,3,5
432,Normal,,Purugly,1.0,43.8,Tiger Cat,Own Tempo,Thick Fat,Fighting,,It would claim another Pokémons nest as its ownif it finds a nest sufficiently comfortable.,5,5,4,4,4,7
433,Psychic,,Chingling,0.2,0.6,Bell,Levitate,,Bug,Dark,"Each time it hops, it makes a ringing sound.It deafens foes by emitting high-frequency cries.",3,2,3,4,3,3
434,Poison,Dark,Stunky,0.4,19.2,Skunk,Stench,Aftermath,Ground,,"It sprays a foul fluid from its rear. Its stenchspreads over a mile radius, driving Pokémon away.",4,4,3,3,3,5
435,Poison,Dark,Skuntank,1.0,38.0,Skunk,Stench,Aftermath,Ground,,It sprays a vile-smelling fluid from the tip of its tailto attack. Its range is over 160 feet.,7,6,4,5,4,5
436,Steel,Psychic,Bronzor,0.5,60.5,Bronze,Levitate,Heatproof,Fire,Ground,Ancient people believed that the pattern onBronzors back contained a mysterious power.,4,2,6,2,6,2
437,Steel,Psychic,Bronzong,1.3,187.0,Bronze Bell,Levitate,Heatproof,Fire,Ground,"In ages past, this Pokémon was revered as abringer of rain. It was found buried in the ground.",4,6,7,5,7,2
438,Rock,,Bonsly,0.5,15.0,Bonsai,Rock Head,Sturdy,Fighting,Grass,It prefers arid environments. It leaks water from itseyes to adjust its bodys fluid levels.,3,5,6,1,3,1
439,Psychic,Fairy,Mime Jr.,0.6,13.0,Mime,Soundproof,Filter,Ghost,Steel,"In an attempt to confuse its enemy, it mimics theenemys movements. Then it wastes no time inmaking itself scarce!",2,2,3,5,6,4
440,Normal,,Happiny,0.6,24.4,Playhouse,Natural Cure,Serene Grace,Fighting,,"It carries a round, egg-shaped rock in its bellypouch and gives the rock to its friends.",6,1,1,1,4,2
441,Normal,Flying,Chatot,0.5,1.9,Music Note,Keen Eye,Tangled Feet,Electric,Ice,It mimics the cries of other Pokémon to trick theminto thinking its one of them. This way they wontattack it.,5,4,3,6,3,6
442,Ghost,Dark,Spiritomb,1.0,108.0,Forbidden,Pressure,,Fairy,,A Pokémon that was formed by 108 spirits. It isbound to a fissure in an odd keystone.,3,6,7,6,7,3
443,Dragon,Ground,Gible,0.7,20.5,Land Shark,Sand Veil,,Ice,Dragon,It nests in horizontal holes warmed by geothermalheat. Foes who get too close can expect to bepounced on and bitten.,4,5,3,3,3,3
444,Dragon,Ground,Gabite,1.4,56.0,Cave,Sand Veil,,Ice,Dragon,It loves sparkly things. It seeks treasures in cavesand hoards the loot in its nest.,4,6,4,3,4,5
445,Dragon,Ground,Garchomp,1.9,95.0,Mach,Sand Veil,,Ice,Dragon,"When it folds up its body and extends its wings,it looks like a jet plane. It flies at sonic speed.",7,8,6,5,5,6
446,Normal,,Munchlax,0.6,105.0,Big Eater,Pickup,Thick Fat,Fighting,,"It hides food under its long body hair. However,it forgets it has hidden the food.",8,5,3,3,5,1
447,Fighting,,Riolu,0.7,20.2,Emanation,Inner Focus,Steadfast,Flying,Psychic,"It uses the shapes of auras, which changeaccording to emotion, to communicate with others.",3,5,3,3,3,4
448,Fighting,Steel,Lucario,1.2,54.0,Aura,Inner Focus,,Fighting,Fire,"By catching the aura emanating from others, it canread their thoughts and movements.",5,7,5,7,5,6
449,Ground,,Hippopotas,0.8,49.5,Hippo,Sand Stream,,Grass,Ice,"It lives in arid places. Instead of perspiration,it expels grainy sand from its body.",4,5,5,3,3,2
450,Ground,,Hippowdon,2.0,300.0,Heavyweight,Sand Stream,,Grass,Ice,It brandishes its gaping mouth in a display offearsome strength. It raises vast quantities of sandwhile attacking.,7,7,7,4,5,3
451,Poison,Bug,Skorupi,0.8,12.0,Scorpion,Sniper,Battle Armor,Fire,Flying,It grips prey with its tail claws and injects poison.It tenaciously hangs on until the poison takes.,3,3,6,2,4,4
452,Poison,Dark,Drapion,1.3,61.5,Ogre Scorpion,Sniper,Battle Armor,Ground,,"It takes pride in its strength. Even though it cantear foes apart, it finishes them off withpowerful poison.",5,6,7,4,5,6
453,Poison,Fighting,Croagunk,0.7,23.0,Toxic Mouth,Dry Skin,Anticipation,Psychic,Flying,Its cheeks hold poison sacs. It tries to catch foesoff guard to jab them with toxic fingers.,3,4,3,4,3,3
454,Poison,Fighting,Toxicroak,1.3,44.4,Toxic Mouth,Dry Skin,Anticipation,Psychic,Flying,"It has a poison sac at its throat. When it croaks,the stored poison is churned for greater potency.",5,7,4,6,4,5
455,Grass,,Carnivine,1.4,27.0,Bug Catcher,Levitate,,Bug,Fire,"It attracts prey with its sweet-smelling saliva, thenchomps down. It takes a whole day to eat prey.",5,6,5,6,5,3
456,Water,,Finneon,0.4,7.0,Wing Fish,Swift Swim,Storm Drain,Electric,Grass,The line running down its side can store sunlight.It shines vividly at night.,3,3,4,3,4,4
457,Water,,Lumineon,1.2,24.0,Neon,Swift Swim,Storm Drain,Electric,Grass,It lives on the deep-sea floor. It attracts prey byflashing the patterns on its four tail fins.,5,5,5,5,6,6
458,Water,Flying,Mantyke,1.0,65.0,Kite,Water Absorb,Swift Swim,Electric,Rock,The pattern on its back varies by region.It often swims in a school of Remoraid.,3,2,3,4,8,3
459,Grass,Ice,Snover,1.0,50.5,Frost Tree,Snow Warning,,Fire,Bug,"During cold seasons, it migrates to the mountainslower reaches. It returns to the snow-coveredsummit in the spring.",4,4,3,4,4,3
460,Grass,Ice,Abomasnow,2.2,135.5,Frost Tree,Snow Warning,,Fire,Bug,It blankets wide areas in snow by whipping upblizzards. It is also known as “The Ice Monster.”,6,6,5,6,5,4
461,Dark,Ice,Weavile,1.1,34.0,Sharp Claw,Pressure,,Fighting,Bug,It lives in snowy regions. It carves patterns in treeswith its claws as a signal to others.,5,8,4,3,5,8
462,Electric,Steel,Magnezone,1.2,180.0,Magnet Area,Sturdy,Magnet Pull,Ground,Fire,"Sometimes the magnetism emitted by Magnezone istoo strong, making them attract each other so theycannot move.",5,5,7,8,6,4
463,Normal,,Lickilicky,1.7,140.0,Licking,Oblivious,Own Tempo,Fighting,,It wraps things with its extensible tongue. Gettingtoo close to it will leave you soaked with drool.,7,5,6,5,6,3
464,Ground,Rock,Rhyperior,2.4,282.8,Drill,Lightning Rod,Solid Rock,Grass,Water,"From holes in its palms, it fires out Geodude.Its carapace can withstand volcanic eruptions.",7,9,8,4,4,3
465,Grass,,Tangrowth,2.0,128.6,Vine,Chlorophyll,Leaf Guard,Bug,Fire,It ensnares prey by extending arms made of vines.Losing arms to predators does not trouble it.,6,6,8,7,3,3
466,Electric,,Electivire,1.8,138.6,Thunderbolt,Motor Drive,,Ground,,"As its electric charge amplifies, blue sparks beginto crackle between its horns.",5,8,4,6,5,6
467,Fire,,Magmortar,1.6,68.0,Blast,Flame Body,,Ground,Rock,"It blasts fireballs of over 3,600 degrees Fahrenheitfrom the ends of its arms. It lives involcanic craters.",5,6,4,8,6,5
468,Fairy,Flying,Togekiss,1.5,38.0,Jubilee,Serene Grace,Hustle,Electric,Ice,"As everyone knows, it visits peaceful regions,bringing them gifts of kindness andsweet blessings.",5,3,6,8,7,5
469,Bug,Flying,Yanmega,1.9,51.5,Ogre Darner,Tinted Lens,Speed Boost,Rock,Electric,It prefers to battle by biting apart foes headsinstantly while flying by at high speed.,6,5,6,7,4,6
470,Grass,,Leafeon,1.0,25.5,Verdant,Leaf Guard,,Bug,Fire,"When you see Leafeon asleep in a patch ofsunshine, youll know it is using photosynthesisto produce clean air.",4,7,8,4,4,6
471,Ice,,Glaceon,0.8,25.9,Fresh Snow,Snow Cloak,,Fire,Fighting,"By controlling its body heat, it can freeze theatmosphere around it to make adiamond-dust flurry.",4,4,7,8,6,4
472,Ground,Flying,Gliscor,2.0,42.5,Fang Scorpion,Sand Veil,Hyper Cutter,Ice,Water,"It observes prey while hanging inverted frombranches. When the chance presents itself,it swoops!",5,6,8,3,5,6
473,Ice,Ground,Mamoswine,2.5,291.0,Twin Tusk,Oblivious,Snow Cloak,Fighting,Fire,"A frozen Mamoswine was dug from ice dating back10,000 years. This Pokémon has been around along, long, long time.",7,8,5,5,4,5
474,Normal,,Porygon-Z,0.9,34.0,Virtual,Adaptability,Download,Fighting,,"Additional software was installed to make it a betterPokémon. It began acting oddly, however.",5,5,5,8,5,6
475,Psychic,Fighting,Gallade,1.6,52.0,Blade,Steadfast,,Flying,Ghost,"Because it can sense what its foe is thinking,its attacks burst out first, fast, and fierce.",4,8,4,4,7,5
476,Rock,Steel,Probopass,1.4,340.0,Compass,Sturdy,Magnet Pull,Fighting,Ground,It exudes strong magnetism from all over.It controls three small units called Mini-Noses.,4,4,9,5,9,3
477,Ghost,,Dusknoir,2.2,106.6,Gripper,Pressure,,Dark,Ghost,It is said to take lost spirits into its pliant body andguide them home.,3,6,8,4,8,3
478,Ice,Ghost,Froslass,1.3,26.6,Snow Land,Snow Cloak,,Dark,Fire,It freezes foes with an icy breath nearly-60 degrees Fahrenheit. What seems to be its bodyis actually hollow.,5,5,5,5,5,7
