Index,Nome,Formato,Pokemon,Gênero,PC,PS,Atq IV,Def IV,PS IV,IV Médio,Nível Min,Nível Max,Movimento rápido,Movimento de carga,Movimento de carga 2,Data de digitalização,Data Pego,Peso,Altura,Sortudo,Sombras/Purificado,Favorito,Poeira,Class % (G),Class # (G),Prod Estat (G),Custo de Poeira (G),Custo de Doces (G),Nome (G),Formato (G),Som/Pur (G),Class % (U),Class # (U),Prod Estat (U),Custo de Poeira (U),Custo de Doces (U),Nome (U),Formato (U),Som/Pur (U),Marcado para uso PvP
306,Eevee,,133,♂,436,83,11,11,15,82.2,15.0,15.0,,,,"2021-11-18 23:30",1/11/2019,7.83kg,0.3m,0,0,0,1900,85.15%,609,96.41%,9800,35,Sylveon,,0,82.69%,710,97.39%,106400,119,Leafeon,,0,
307,Cyndaquil,,155,♂,460,77,,,,31.1,20.0,20.0,,,,"2021-11-18 23:30",,8.97kg,0.53m,0,0,0,2500,91.12%,364,97.56%,313000,273,Quilava,,0,90.29%,374,97.70%,178000,307,Typhlosion,,0,
308,Seedot,,273,♂,474,95,,,,72.7,30.0,30.0,Ataque Rápido,,,"2021-11-18 23:30",,6.12kg,0.6m,0,0,0,5000,83.70%,180,93.57%,400000,207,Nuzleaf,,0,82.64%,249,97.74%,385000,307,Shiftry,,0,
309,Arcanine,,59,♂,476,68,,,,61.8,6.0,6.0,Presas de Fogo,Rajada de Fogo,,"2021-11-18 23:30",,162.36kg,1.81m,0,0,0,600,46.21%,815,96.50%,32000,38,Arcanine,,0,43.30%,651,97.49%,121400,116,Arcanine,,0,
310,Chikorita,,152,♂,476,83,,,,57.2,20.0,20.0,,,,"2021-11-18 23:30",,9kg,0.94m,0,0,0,2500,85.09%,295,96.88%,475000,273,Bayleef,,0,82.23%,409,97.16%,431000,373,Meganium,,0,
311,Nuzleaf,,274,♀,539,98,,,,82.8,16.0,16.0,Folha Navalha,,,"2021-11-18 23:30",,31.69kg,1.04m,0,0,0,1900,60.31%,743,96.54%,34600,132,Shiftry,,0,86.30%,137,98.24%,420600,364,Shiftry,,0,
312,Eevee,,133,♂,547,92,2,3,2,15.6,22.0,22.0,,,,"2021-11-18 23:30",17/11/2018,8.02kg,0.35m,0,0,0,3000,83.05%,695,96.59%,49500,69,Umbreon,,0,61.59%,1574,96.19%,98000,113,Glaceon,,0,
313,Raichu,Normal,26,♀,579,65,,,,50.0,10.0,10.0,Faísca,Ataque Selvagem,,"2021-11-18 23:30",,34.33kg,0.75m,0,0,0,1000,8.10%,3195,93.05%,70000,69,Raichu,Normal,0,47.04%,1735,88.95%,510000,286,Raichu,Normal,0,
314,Cyndaquil,,155,♂,600,81,,,,37.8,25.0,25.0,,,,"2021-11-18 23:30",,10.13kg,0.59m,0,0,0,4000,49.06%,747,96.80%,225000,245,Quilava,,0,44.81%,874,97.00%,122000,247,Typhlosion,,0,
315,Shiftry,,275,♂,631,91,0,4,0,8.9,11.0,11.0,Projétil de Semente,Furacão,,"2021-11-18 23:30",,45.22kg,1.19m,0,0,0,1300,76.24%,974,96.22%,72000,70,Shiftry,,0,1.27%,4044,84.22%,508000,284,Shiftry,,0,
316,Pikachu,Normal,25,♂,647,82,3,2,2,15.6,30.0,30.0,,,,"2021-11-18 23:29",,5.21kg,0.34m,0,0,0,5000,1.98%,4015,71.57%,400000,182,Pikachu,Normal,0,1.95%,4016,80.12%,400000,232,Raichu,Normal,0,
317,Growlithe,,58,♂,650,93,,,,61.7,20.0,20.0,,,,"2021-11-18 23:29",,29.21kg,0.81m,0,0,0,2500,70.55%,617,89.97%,475000,248,Growlithe,,0,60.01%,160,98.47%,85000,124,Arcanine,,0,
318,Beedrill,Normal,15,♀,655,83,,,,95.6,12.5,12.5,,,,"2021-11-18 23:29",,23.57kg,0.9m,0,0,0,1300,54.51%,1824,95.44%,89600,84,Beedrill,Normal,0,99.80%,8,98.66%,504100,278,Beedrill,Normal,0,
319,Cyndaquil,,155,♂,680,90,,,,59.3,27.0,27.0,,,,"2021-11-18 23:29",,6.89kg,0.56m,0,0,0,4500,48.44%,507,97.22%,149000,189,Quilava,,0,50.18%,412,97.63%,76000,197,Typhlosion,,0,
320,Dragonair,,148,♀,706,87,,,,61.3,15.0,15.0,,,,"2021-11-18 23:29",,12.4kg,3.62m,0,0,0,1900,62.67%,346,97.48%,137400,126,Dragonair,,0,55.22%,601,96.97%,45400,142,Dragonite,,0,
321,Cyndaquil,,155,♂,796,91,12,15,7,75.6,30.0,30.0,,,,"2021-11-18 23:29",,7.34kg,0.53m,0,0,0,5000,49.43%,2072,95.05%,78000,109,Quilava,,0,64.25%,1465,96.39%,28000,151,Typhlosion,,0,
322,Trapinch,,328,♀,864,97,,,,64.4,26.0,26.0,,,,"2021-11-18 23:29",,13.57kg,0.69m,0,0,0,4000,74.48%,745,88.74%,436000,214,Trapinch,,0,71.53%,180,98.40%,186000,339,Flygon,,0,
323,Metang,,375,,883,98,,,,48.1,20.0,20.0,,,,"2021-11-18 23:29",,212.46kg,1.25m,0,0,0,2500,72.37%,467,97.31%,178000,182,Metang,,0,77.09%,228,98.02%,27500,125,Metagross,,0,
324,Trapinch,,328,♂,923,96,,,,55.6,28.0,28.0,,,,"2021-11-18 23:29",,10.81kg,0.63m,0,0,0,4500,58.59%,1143,86.74%,419000,198,Trapinch,,0,34.69%,1119,96.89%,179000,323,Flygon,,0,
325,Pelipper,,279,♀,925,88,,,,68.9,16.0,16.0,Revólver d'Água,Jato d'Água,,"2021-11-18 23:29",,35.43kg,1.32m,0,0,0,1900,22.88%,2213,94.41%,52600,47,Pelipper,,0,84.34%,318,94.28%,492600,264,Pelipper,,0,
326,Togetic,,176,♂,931,93,,,,68.9,20.0,20.0,,,,"2021-11-18 23:29",,3.5kg,0.62m,0,0,0,2500,18.49%,2478,94.20%,123000,114,Togetic,,0,40.15%,1073,96.51%,47000,142,Togekiss,,0,
327,Leafeon,,470,♂,953,79,13,15,13,91.1,11.5,11.5,Folha Navalha,Lâmina de Folha,,"2021-11-18 23:29",2/12/2018,22.32kg,0.91m,0,0,0,1300,75.92%,987,96.10%,22300,26,Leafeon,,0,50.89%,2012,96.07%,106700,100,Leafeon,,0,
328,Xatu,,178,♀,1151,100,,,,77.8,19.0,19.0,Golpe de Ar,Visão do Futuro,,"2021-11-18 23:29",,12.53kg,1.52m,0,0,0,2500,30.66%,2748,94.05%,32500,29,Xatu,,0,93.38%,269,94.44%,480000,252,Xatu,,0,
329,Wartortle,,8,♂,1181,121,9,6,13,62.2,30.0,30.0,,,,"2021-11-18 23:29",,32.03kg,1.15m,0,0,0,5000,67.23%,1343,94.39%,301000,182,Wartortle,,0,58.07%,1718,95.80%,275000,282,Blastoise,Normal,0,
330,Celebi,,251,,1350,122,11,10,12,73.3,15.0,15.0,Carga de Raio,Tempestade de Folhas,,"2021-11-18 23:29",16/11/2021,4.61kg,0.55m,0,0,0,1900,60.85%,1604,95.50%,5700,6,Celebi,,0,51.77%,1976,95.84%,72900,66,Celebi,,0,
331,Omastar,,139,♂,1447,108,,,,39.8,20.0,20.0,Tiro de Lama,Poder Ancestral,,"2021-11-18 23:29",,11.65kg,0.72m,0,0,0,2500,81.46%,199,97.81%,2500,2,Omastar,,0,84.24%,52,98.71%,205000,218,Omastar,,0,
332,Glaceon,,471,♂,1549,99,,,,71.7,18.0,18.0,Respiração de Gelo,Avalanche,,"2021-11-18 23:29",,19.68kg,0.7m,0,0,0,2200,,,,,,,,,63.79%,759,97.08%,74400,66,Glaceon,,0,
333,Charizard,Normal,6,♂,1723,121,11,15,10,80.0,21.5,21.5,Chama Furacão,Garra de Dragão,,"2021-11-18 23:29",,68.1kg,1.49m,0,0,0,3000,,,,,,,,,50.13%,2043,95.88%,89000,79,Charizard,Normal,0,
334,Gyarados,Normal,130,♂,2251,146,8,14,5,60.0,24.5,24.5,,,,"2021-11-18 23:29",13/9/2018,229.23kg,6.87m,0,0,0,3500,,,,,,,,,67.47%,1333,95.97%,19500,17,Gyarados,Normal,0,
335,Typhlosion,,157,♀,2600,150,15,15,15,100.0,33.0,33.0,Garra Sombria,Queimadura Explosiva,,"2021-11-18 23:29",10/11/2018,115.62kg,1.95m,0,0,0,7000,,,,,,,,,,,,,,,,,
336,Mew,,151,,1989,146,15,15,11,91.1,21.5,21.5,Respiração de Gelo,Psíquico,,"2021-11-18 23:28",,3.56kg,0.39m,0,0,0,3000,,,,,,,,,60.10%,1635,96.21%,39000,35,Mew,,0,
337,Metagross,,376,,2045,118,14,15,14,95.6,19.0,19.0,Cabeçada Zen,Terremoto,,"2021-11-18 23:26",,547.22kg,1.64m,1,0,0,1250,,,,,,,,,58.66%,1694,96.03%,11000,20,Metagross,,0,
338,Wailmer,,320,♂,827,174,13,15,15,95.6,20.0,20.0,Revólver d'Água,Pancada Corporal,,"2021-11-18 23:24",,182.37kg,2.19m,0,0,0,2500,83.17%,690,95.51%,278000,248,Wailmer,,0,98.51%,62,98.44%,417000,648,Wailord,,0,
339,Lapras,,131,♀,1453,169,,,,87.8,19.5,19.5,Respiração de Gelo,Surfar,,"2021-11-18 23:23",,130.99kg,2.44m,0,0,0,2500,53.06%,1738,95.73%,2500,2,Lapras,,0,36.47%,2388,95.47%,171500,172,Lapras,,0,
340,Clefable,,36,♂,1486,142,14,15,14,95.6,21.5,21.5,Encantar,Clarão Deslumbrante,,"2021-11-18 23:23",,26.62kg,1.15m,0,0,0,3000,54.97%,1845,95.12%,0,0,Clefable,,0,67.01%,1352,95.98%,270000,241,Clefable,,0,
341,Scyther,,123,♀,1497,109,10,15,11,80.0,20.0,20.0,Golpe de Ar,Tesoura X,,"2021-11-18 23:23",19/11/2018,56.38kg,1.52m,0,0,0,2500,92.48%,309,97.46%,0,0,Scyther,,0,72.89%,1111,96.52%,75000,116,Scizor,,0,
342,Magmar,,126,♀,1500,110,15,15,14,97.8,22.0,22.0,Brasa,Lança-chamas,,"2021-11-18 23:23",,59.25kg,1.44m,0,0,0,3000,80.00%,820,96.07%,0,0,Magmar,,0,75.43%,1007,96.74%,45000,140,Magmortar,,0,
343,Hariyama,,297,♂,2391,232,13,12,14,86.7,30.5,30.5,Contra-atacar,Soco Dinâmico,,"2021-11-18 23:20",,183.37kg,1.91m,1,0,0,2500,,,,,,,,,47.99%,2131,95.73%,14500,28,Hariyama,,0,
344,Terrakion,,639,,2595,148,14,11,13,84.4,25.0,25.0,Derrubada,Espada Sagrada,,"2021-11-18 23:20",13/11/2021,281.18kg,2.01m,0,0,0,4000,,,,,,,,,,,,,,,,,
345,Heracross,,214,♀,2930,155,15,11,11,82.2,37.5,37.5,Contra-atacar,Megachifre,,"2021-11-18 23:20",7/10/2018,88.59kg,1.76m,0,0,0,9000,,,,,,,,,,,,,,,,,
346,Manectric,Normal,310,♀,1300,111,10,14,14,84.4,20.0,20.0,Presa Trovejante,Rajada de Chamas,,"2021-11-18 23:19",15/11/2021,45.75kg,1.42m,0,0,0,2500,94.09%,243,97.13%,17000,16,Manectric,Normal,0,95.07%,203,97.37%,403000,248,Manectric,Normal,0,
347,Manectric,Normal,310,♀,1305,111,10,15,14,86.7,20.0,20.0,,,,"2021-11-18 23:19",13/11/2021,23.7kg,1.24m,0,0,0,2500,97.73%,94,97.82%,17000,16,Manectric,Normal,0,95.60%,181,97.47%,389000,248,Manectric,Normal,0,
348,Manectric,Normal,310,♂,1316,111,13,13,15,91.1,20.0,20.0,Presa Trovejante,Superaquecimento,,"2021-11-18 23:19",15/11/2021,30.32kg,1.42m,0,0,0,2500,57.78%,1730,94.80%,14000,13,Manectric,Normal,0,91.04%,368,96.79%,376000,248,Manectric,Normal,0,
349,Manectric,Normal,310,♂,1322,109,15,14,12,91.1,20.0,20.0,Carga de Raio,Superaquecimento,,"2021-11-18 23:19",15/11/2021,46.17kg,1.46m,0,0,0,2500,55.41%,1827,94.69%,14000,13,Manectric,Normal,0,80.78%,788,95.82%,363000,248,Manectric,Normal,0,
350,Lopunny,Normal,428,♀,1398,116,10,11,11,71.1,25.0,25.0,Rasteira,Hiper Raio,,"2021-11-18 23:19",16/11/2021,31.49kg,1.14m,0,0,0,4000,41.51%,2396,94.04%,12000,10,Lopunny,Normal,0,88.40%,476,93.30%,444000,220,Lopunny,Normal,0,
351,Manectric,Normal,310,♀,1736,128,,,,76.7,27.0,27.0,Carga de Raio,,,"2021-11-18 23:18",,34.11kg,1.39m,0,0,0,4500,,,,,,,,,91.72%,86,98.05%,384000,206,Manectric,Normal,0,
352,Claydol,,344,,1739,124,12,10,8,66.7,35.0,35.0,Confusão,Girobola,,"2021-11-18 23:18",16/5/2020,116.22kg,1.54m,0,0,0,8000,,,,,,,,,79.95%,822,92.00%,338000,118,Claydol,,0,
353,Houndoom,Normal,229,♀,2228,141,10,12,9,68.9,32.0,32.0,Rosnado,Mastigada,,"2021-11-18 22:34",24/10/2018,52.08kg,1.66m,0,0,0,6000,,,,,,,,,66.40%,1377,96.60%,118000,147,Houndoom,Normal,0,
354,Granbull,,210,♀,2179,163,12,13,15,88.9,31.0,31.0,Rosnado,Jogo Duro,,"2021-11-18 22:34",12/11/2018,65.05kg,1.59m,0,0,0,6000,,,,,,,,,51.67%,1980,95.67%,130000,159,Granbull,,0,
355,Machamp,,68,♂,2145,146,14,12,13,86.7,25.0,25.0,Contra-atacar,Corpo-a-corpo,,"2021-11-18 22:33",1/11/2021,147.59kg,1.79m,0,0,0,4000,,,,,,,,,54.55%,1862,96.00%,34000,30,Machamp,,0,
356,Metagross,,376,,2132,120,15,11,12,84.4,20.0,20.0,Cabeçada Zen,Terremoto,,"2021-11-18 22:32",15/3/2020,334.7kg,1.42m,0,0,0,2500,,,,,,,,,13.36%,3549,94.07%,17000,16,Metagross,,0,
357,Larvitar,,246,♂,435,77,,,,87.8,15.0,15.0,Mordida,,,"2021-11-18 22:27",,45.85kg,0.48m,0,0,0,1900,46.21%,2158,95.10%,101400,115,Pupitar,,0,60.61%,1244,96.57%,38400,161,Tyranitar,,0,
358,Slowking,Normal,199,♀,416,74,,,,94.4,6.0,6.0,Revólver d'Água,Nevasca,,"2021-11-18 22:26",,78.6kg,2.17m,0,0,0,600,31.01%,2633,94.09%,43900,48,Slowking,Normal,0,40.82%,2182,95.64%,246400,264,Slowking,Normal,0,
359,Dragonair,,148,♀,341,58,,,,87.8,7.0,7.0,Sopro do Dragão,,,"2021-11-18 22:26",,16.04kg,4.22m,0,0,0,800,83.39%,420,97.42%,15600,120,Dragonite,,0,21.26%,2894,94.64%,57200,160,Dragonite,,0,
360,Cyndaquil,,155,♂,182,45,,,,79.5,7.0,7.0,Brasa,,,"2021-11-18 22:26",,5.97kg,0.46m,0,0,0,800,56.92%,588,96.59%,33000,163,Typhlosion,,0,49.54%,527,97.44%,137200,255,Typhlosion,,0,
361,Cyndaquil,,155,♂,149,40,,,,64.7,6.0,6.0,Brasa,,,"2021-11-18 22:26",,7.45kg,0.5m,0,0,0,600,65.18%,222,97.48%,36400,167,Typhlosion,,0,37.97%,430,97.61%,157400,277,Typhlosion,,0,
362,Wurmple,,265,♀,10,13,,,,62.2,1.0,1.0,Picada,,,"2021-11-18 22:24",,12.65kg,0.62m,0,0,0,200,62.40%,1,100%,260000,351,Beautifly,,0,66.89%,1,100%,520000,366,Beautifly,,0,
363,Salamence,,373,♀,2080,136,10,13,12,77.8,20.0,20.0,Cauda do Dragão,Meteoro do Dragão,,"2021-11-18 22:23",18/11/2021,83.05kg,1.37m,0,0,0,2500,,,,,,,,,94.04%,245,98.05%,24000,22,Salamence,,0,
364,Armaldo,,348,♂,1749,121,12,13,13,84.4,22.0,22.0,Cortador de Fúria,Pulso d'Água,,"2021-11-18 22:18",,78.83kg,1.7m,1,0,0,1500,,,,,,,,,46.89%,2176,96.05%,46000,82,Armaldo,,0,
365,Raichu,Normal,26,♀,1782,123,7,13,14,75.6,30.0,30.0,Faísca,Soco Trovoada,,"2021-11-18 22:17",18/11/2018,46.62kg,0.96m,0,0,0,5000,,,,,,,,,94.46%,228,95.00%,400000,182,Raichu,Normal,0,
366,Grumpig,,326,♂,1757,140,10,12,13,77.8,27.0,27.0,Extrassensorial,Bola Sombria,,"2021-11-18 22:16",6/10/2018,57.4kg,0.85m,0,0,0,4500,,,,,,,,,94.60%,222,97.63%,356000,206,Grumpig,,0,
367,Manectric,Normal,310,♂,1758,128,,,,40.4,29.0,29.0,Rosnado,,,"2021-11-18 22:16",,54.71kg,1.74m,0,0,0,5000,,,,,,,,,33.57%,2209,92.47%,410000,190,Manectric,Normal,0,
368,Houndoom,Normal,229,♀,1761,124,,,,53.7,25.0,25.0,Rosnado,,,"2021-11-18 22:16",,27.35kg,1.2m,0,0,0,4000,,,,,,,,,37.16%,545,97.62%,214000,220,Houndoom,Normal,0,
369,Solrock,,338,,1786,152,10,6,5,46.7,29.0,29.0,Lançamento de Rocha,Deslize de Pedras,,"2021-11-18 22:15",19/3/2019,203.35kg,1.38m,0,0,0,5000,,,,,,,,,46.18%,2205,93.05%,410000,190,Solrock,,0,
370,Sandslash,Normal,28,♂,1853,136,7,14,9,66.7,29.0,29.0,Tiro de Lama,Terremoto,,"2021-11-18 22:14",13/11/2021,32.85kg,1m,0,0,0,5000,,,,,,,,,94.16%,240,97.79%,380000,190,Sandslash,Normal,0,
371,Umbreon,,197,♂,1896,175,9,15,14,84.4,35.0,35.0,Rosnado,Jogo Sujo,,"2021-11-18 22:13",30/8/2018,22.17kg,0.91m,0,0,0,8000,,,,,,,,,94.68%,219,95.25%,338000,118,Umbreon,,0,
372,Porygon2,,233,,1863,142,7,15,15,82.2,25.0,25.0,Carga de Raio,Retorno,,"2021-11-18 22:12",30/11/2019,26.86kg,0.62m,0,2,0,3600,,,,,,,,,98.68%,55,98.94%,18450,108,Porygon-z,,2,
373,Heracross,,214,♂,2030,132,8,10,13,68.9,24.0,24.0,Ira de Inseto,Megachifre,,"2021-11-18 22:10",17/11/2021,43.72kg,1.32m,0,0,0,3500,,,,,,,,,85.27%,604,97.44%,46000,40,Heracross,,0,
374,Scyther,,123,♀,2034,126,,,,54.8,28.0,28.0,Golpe de Ar,,,"2021-11-18 22:10",,57.73kg,1.51m,0,0,0,4500,,,,,,,,,24.20%,1645,96.00%,35000,80,Scizor,,0,
375,Slowking,Normal,199,♀,2042,168,6,9,14,64.4,30.0,30.0,,,,"2021-11-18 22:08",11/10/2018,,,0,0,0,5000,,,,,,,,,71.18%,1181,96.71%,226000,182,Slowking,Normal,0,
376,Toxicroak,,454,♂,2053,150,14,8,11,73.3,30.0,30.0,Contra-atacar,,,"2021-11-18 22:08",16/11/2021,51.67kg,1.47m,0,0,0,5000,,,,,,,,,19.12%,3313,94.45%,214000,182,Toxicroak,,0,
377,Pinsir,,127,♀,2336,124,,,,62.2,29.0,29.0,Cortador de Fúria,Tesoura X,,"2021-11-18 22:05",,80.08kg,1.82m,0,0,0,5000,,,,,,,,,31.18%,2023,96.06%,32000,28,Pinsir,,0,
378,Pinsir,,127,♀,2336,124,,,,62.2,29.0,29.0,Cortador de Fúria,Tesoura X,,"2021-11-18 22:04",,30.08kg,1.82m,0,0,0,5000,,,,,,,,,31.18%,2023,96.06%,32000,28,Pinsir,,0,
379,Audino,,531,♀,696,124,12,14,11,82.2,15.0,15.0,Pancada,Clarão Deslumbrante,,"2021-11-18 21:59",18/11/2021,20.31kg,0.83m,0,0,0,1900,42.59%,2352,94.30%,151400,142,Audino,,0,96.48%,145,95.70%,496400,268,Audino,,0,
380,Jirachi,,385,,1393,124,14,15,15,97.8,15.0,15.0,Carga de Raio,Psíquico,,"2021-11-18 21:58",18/11/2021,1.29kg,0.34m,0,0,0,1900,70.99%,1189,95.99%,3800,4,Jirachi,,0,34.07%,2701,95.16%,64400,58,Jirachi,,0,
381,Swablu,,333,♀,465,87,,,,25.2,25.0,25.0,Abismar,,,"2021-11-18 21:48",,0.8kg,0.32m,0,0,0,4000,82.09%,261,97.40%,49000,442,Altaria,Normal,0,7.64%,3589,83.69%,444000,620,Altaria,Normal,0,
382,Slaking,,289,♀,3261,203,13,14,15,93.3,26.0,26.0,Bocejo,Jogo Duro,,"2021-11-18 21:46",,109kg,2.02m,0,0,0,4000,,,,,,,,,,,,,,,,,
383,Terrakion,,639,,2895,156,14,15,15,97.8,27.5,27.5,Derrubada,Espada Sagrada,,"2021-11-18 21:46",,260.03kg,1.81m,0,0,0,4500,,,,,,,,,,,,,,,,,
384,Sandshrew,Normal,27,♀,765,90,15,12,8,77.8,22.0,22.0,Tiro de Lama,,,"2021-11-18 21:43",,12.61kg,0.64m,0,0,0,3000,23.00%,3154,93.34%,3000,53,Sandslash,Normal,0,61.61%,1573,95.41%,352000,288,Sandslash,Normal,0,
385,Pinsir,,127,♂,2134,116,10,8,5,51.1,27.0,27.0,Picada,Tesoura X,,"2021-11-18 21:31",18/11/2021,68.85kg,1.6m,0,0,0,4500,,,,,,,,,21.56%,3213,94.94%,62000,56,Pinsir,,0,
386,Lopunny,Normal,428,♂,1139,105,10,15,14,86.7,20.0,20.0,Pancada,,,"2021-11-18 21:29",17/11/2018,32.41kg,1.22m,0,0,0,2500,58.27%,1710,94.86%,39000,34,Lopunny,Normal,0,97.75%,93,96.42%,475000,248,Lopunny,Normal,0,
387,Slowpoke,Normal,79,♀,76,46,,,,32.0,3.0,3.0,,,,"2021-11-18 20:03",,22.6kg,0.95m,0,0,0,400,82.73%,85,98.21%,61200,118,Slowbro,Normal,0,75.32%,66,98.76%,461200,350,Slowbro,Normal,0,
388,Shelgon,,372,♀,1157,105,15,15,14,97.8,20.0,20.0,Brasa,,,"2021-11-18 19:52",10/6/2020,123.37kg,1.1m,0,0,0,2500,29.28%,2897,93.71%,35000,31,Shelgon,,0,38.17%,2533,95.36%,17000,116,Salamence,,0,
389,Genesect,Normal,649,,1401,96,11,14,12,82.2,15.0,15.0,Cortador de Fúria,Hiper Raio,,"2021-11-18 19:50",18/11/2021,13kg,0.83m,0,0,0,1900,91.18%,362,97.00%,3800,4,Genesect,Normal,0,55.70%,1815,95.93%,64400,58,Genesect,Normal,0,
390,Glameow,,431,♀,202,54,,,,81.1,8.0,8.0,Arranhão,,,"2021-11-18 19:24",,2.99kg,0.42m,0,0,0,800,44.49%,1351,95.84%,90100,138,Purugly,,0,95.88%,80,96.53%,513600,340,Purugly,,0,
391,Nuzleaf,,274,♂,724,114,15,12,15,93.3,21.0,21.0,Folha Navalha,,,"2021-11-18 19:23",,12.61kg,0.76m,0,0,0,3000,41.71%,2388,94.56%,9000,109,Shiftry,,0,83.05%,695,96.58%,358000,344,Shiftry,,0,
392,Nuzleaf,,274,♀,406,85,15,10,12,82.2,12.0,12.0,Folha Navalha,,,"2021-11-18 19:23",24/5/2020,34.72kg,1.12m,0,0,0,1300,56.00%,1803,95.21%,47400,148,Shiftry,,0,80.27%,809,96.34%,433400,380,Shiftry,,0,
393,Shiftry,,275,♀,972,113,,,,83.0,15.0,15.0,Projétil de Semente,Jogo Sujo,,"2021-11-18 19:22",,59kg,1.35m,0,0,0,1900,67.06%,743,96.54%,38400,36,Shiftry,,0,89.15%,137,98.24%,424400,268,Shiftry,,0,
394,Nuzleaf,,274,♂,507,94,,,,81.1,15.0,15.0,Ataque Dissimulado,,,"2021-11-18 19:21",,40.5kg,1.21m,0,0,0,1900,65.43%,1082,96.05%,38400,136,Shiftry,,0,83.89%,367,97.36%,424400,368,Shiftry,,0,
395,Nuzleaf,,274,♀,801,121,9,14,14,82.2,24.0,24.0,Ataque Dissimulado,Lâmina de Folha,,"2021-11-18 19:21",24/5/2020,19.5kg,0.81m,0,0,0,3500,96.95%,126,94.34%,451000,226,Nuzleaf,,0,96.34%,151,98.17%,393000,326,Shiftry,,0,
396,Nuzleaf,,274,♀,192,59,,,,79.1,6.0,6.0,Folha Navalha,,,"2021-11-18 19:21",,28.69kg,0.98m,0,0,0,600,43.27%,897,96.31%,58400,162,Shiftry,,0,88.26%,35,99.02%,472400,394,Shiftry,,0,
397,Nuzleaf,,274,♀,447,89,,,,91.1,13.0,13.0,Ataque Dissimulado,,,"2021-11-18 19:21",,30.26kg,0.95m,0,0,0,1600,47.86%,1898,95.11%,41800,141,Shiftry,,0,90.61%,209,97.90%,403800,376,Shiftry,,0,
398,Nuzleaf,,274,♀,268,69,,,,86.7,8.0,8.0,Folha Navalha,,,"2021-11-18 19:21",,19.76kg,0.85m,0,0,0,800,48.93%,631,96.74%,55600,158,Shiftry,,0,86.46%,159,98.11%,427600,390,Shiftry,,0,
399,Seedot,,273,♀,418,88,,,,40.0,29.0,29.0,Projétil de Semente,,,"2021-11-18 19:21",,4.48kg,0.52m,0,0,0,5000,35.40%,1103,87.35%,410000,215,Nuzleaf,,0,32.72%,1191,95.56%,410000,315,Shiftry,,0,
400,Nuzleaf,,274,♂,439,88,15,10,12,82.2,13.0,13.0,,,,"2021-11-18 19:20",24/5/2020,,,0,0,0,1600,56.00%,1803,95.21%,44800,144,Shiftry,,0,80.27%,809,96.34%,430800,376,Shiftry,,0,
401,Nuzleaf,,274,♀,525,98,1,7,1,20.0,18.0,18.0,,,,"2021-11-18 19:20",24/5/2020,,,0,0,0,1900,79.73%,831,96.42%,44400,139,Shiftry,,0,8.62%,3743,87.18%,484400,356,Shiftry,,0,
402,Lapras,,131,♀,1453,169,14,15,11,88.9,19.5,19.5,Respiração de Gelo,Surfar,,"2021-11-17 09:23",,180.99kg,2.44m,0,0,0,2500,57.58%,1738,95.73%,2500,2,Lapras,,0,41.71%,2388,95.47%,171500,172,Lapras,,0,
403,Pupitar,,247,♂,1282,126,,,,86.7,26.0,26.0,Esmagamento de Pedras,,,"2021-11-17 09:17",,193.96kg,1.2m,0,0,0,4000,35.47%,2009,95.26%,41000,36,Pupitar,,0,98.05%,39,96.98%,436000,214,Pupitar,,0,
404,Floatzel,,419,♀,1364,126,13,12,14,86.7,20.0,20.0,Cachoeira,Aqua Jato,,"2021-11-17 09:17",13/12/2019,28.54kg,1.02m,0,0,0,2500,27.55%,2968,93.81%,8000,7,Floatzel,,0,73.33%,1093,96.43%,301000,248,Floatzel,,0,
405,Cinccino,,573,♀,1376,119,14,14,9,82.2,22.0,22.0,Pancada,Relâmpago,,"2021-11-17 09:16",4/6/2020,12.61kg,0.64m,0,0,0,3000,22.54%,3173,93.62%,9500,9,Cinccino,,0,96.65%,138,97.20%,464000,238,Cinccino,,0,
406,Jynx,,124,♀,1380,103,12,11,13,80.0,19.5,19.5,Confusão,Choque Psíquico,,"2021-11-17 09:16",,32.99kg,1.24m,0,0,0,2500,59.68%,1652,95.20%,7500,6,Jynx,,0,60.98%,1599,96.45%,237500,250,Jynx,,0,
407,Swalot,,317,♀,1385,160,12,15,15,93.3,25.0,25.0,Infestação,Tiro de Sujeira,,"2021-11-17 09:16",,99.5kg,1.84m,0,0,0,4000,67.74%,1322,95.90%,16000,14,Swalot,,0,99.46%,23,98.06%,444000,220,Swalot,,0,
408,Weepinbell,,70,♀,1398,126,,,,66.7,34.0,34.0,Projétil de Semente,,,"2021-11-17 09:16",,5.33kg,0.9m,0,0,0,7000,42.20%,2206,94.46%,73000,92,Weepinbell,,0,45.32%,2147,95.31%,227000,234,Victreebel,,0,
409,Mamoswine,,473,♂,1412,132,14,13,15,93.3,15.0,15.0,Neve em Pó,Tremor,,"2021-11-17 09:15",2/11/2019,230.98kg,2.53m,0,0,0,1900,24.03%,3112,93.76%,1900,2,Mamoswine,,0,77.97%,903,96.57%,64400,58,Mamoswine,,0,
410,Crobat,,169,♂,1429,122,15,15,13,95.6,19.0,19.0,Mordida,Cortador de Ar,,"2021-11-17 09:14",,60.98kg,1.72m,0,0,0,2500,17.24%,3390,93.20%,2500,2,Crobat,,0,27.45%,2972,94.96%,158000,154,Crobat,,0,
